WELL,DEPTH_MD,True_Lithology,Ensemble_Prediction,Entropy_Score,Top_3_Candidates
15/9-23_block_8,2915.01,Marl,Marl,1.7726,Marl (62.8%) | Shale (17.2%) | Sandstone/Shale (7.2%)
15/9-23_block_8,2915.16,Marl,Marl,1.7295,Marl (61.7%) | Shale (20.4%) | Sandstone/Shale (7.3%)
15/9-23_block_8,2915.31,Marl,Marl,1.7182,Marl (59.3%) | Shale (24.3%) | Sandstone/Shale (6.4%)
15/9-23_block_8,2915.62,Marl,Marl,1.7652,Marl (51.7%) | Shale (32.7%) | Sandstone/Shale (6.2%)
15/9-23_block_8,2915.77,Marl,Marl,1.636,Marl (61.5%) | Shale (23.8%) | Sandstone/Shale (5.7%)
15/9-23_block_8,2915.92,Marl,Marl,1.6596,Marl (60.0%) | Shale (25.2%) | Sandstone/Shale (5.4%)
15/9-23_block_8,2916.07,Marl,Marl,1.678,Marl (63.0%) | Shale (19.8%) | Sandstone/Shale (6.6%)
15/9-23_block_8,2916.98,Marl,Marl,1.559,Marl (71.3%) | Shale (7.4%) | Sandstone/Shale (5.9%)
15/9-23_block_8,2917.14,Marl,Marl,1.7536,Marl (63.0%) | Limestone (16.6%) | Shale (7.3%)
15/9-23_block_8,2917.29,Limestone,Marl,1.8865,Marl (53.9%) | Limestone (25.7%) | Shale (6.7%)
15/9-23_block_8,2917.44,Limestone,Limestone,1.9035,Limestone (48.1%) | Marl (32.6%) | Shale (6.7%)
15/9-23_block_8,2917.59,Limestone,Limestone,2.0599,Limestone (48.8%) | Marl (21.9%) | Shale (15.0%)
15/9-23_block_8,2917.74,Limestone,Limestone,1.9005,Limestone (48.6%) | Marl (32.1%) | Shale (6.9%)
15/9-23_block_8,2917.9,Limestone,Limestone,1.965,Limestone (45.1%) | Marl (34.0%) | Shale (7.0%)
15/9-23_block_8,2918.05,Limestone,Marl,2.086,Marl (40.8%) | Limestone (31.0%) | Shale (15.1%)
15/9-23_block_8,2918.2,Limestone,Marl,2.1096,Marl (36.2%) | Limestone (35.3%) | Shale (15.2%)
15/9-23_block_8,2918.35,Limestone,Marl,2.3583,Marl (37.2%) | Limestone (25.5%) | Shale (16.3%)
15/9-23_block_8,2918.5,Limestone,Marl,2.268,Marl (46.3%) | Shale (17.7%) | Limestone (15.0%)
15/9-23_block_8,2918.66,Marl,Marl,2.0873,Marl (49.6%) | Limestone (22.1%) | Shale (12.0%)
15/9-23_block_8,2918.81,Marl,Shale,1.628,Shale (61.3%) | Marl (22.1%) | Limestone (9.0%)
15/9-23_block_8,2919.11,Shale,Shale,1.6927,Shale (60.3%) | Marl (19.7%) | Sandstone/Shale (11.9%)
15/9-23_block_8,2919.26,Shale,Sandstone/Shale,2.156,Sandstone/Shale (38.1%) | Marl (27.1%) | Shale (21.3%)
15/9-23_block_8,2919.42,Shale,Sandstone/Shale,2.2841,Sandstone/Shale (36.0%) | Marl (24.5%) | Shale (21.6%)
15/9-23_block_8,2919.57,Marl,Marl,1.8417,Marl (62.1%) | Limestone (11.7%) | Shale (10.7%)
15/9-23_block_8,2919.72,Marl,Marl,1.9478,Marl (58.9%) | Limestone (12.8%) | Shale (11.8%)
15/9-23_block_8,2919.87,Limestone,Marl,1.9513,Marl (58.7%) | Limestone (13.1%) | Shale (11.8%)
15/9-23_block_8,2920.02,Limestone,Marl,1.7009,Marl (67.9%) | Shale (10.1%) | Sandstone/Shale (5.8%)
15/9-23_block_8,2920.18,Limestone,Marl,1.8162,Marl (64.1%) | Limestone (9.7%) | Shale (9.3%)
15/9-23_block_8,2920.33,Limestone,Marl,1.7987,Marl (62.6%) | Limestone (13.6%) | Shale (9.1%)
15/9-23_block_8,2920.48,Limestone,Marl,1.5304,Marl (70.7%) | Shale (11.7%) | Sandstone/Shale (5.3%)
15/9-23_block_8,2920.78,Marl,Marl,1.5258,Marl (71.1%) | Shale (10.9%) | Sandstone/Shale (6.0%)
15/9-23_block_8,2921.09,Marl,Marl,1.6143,Marl (69.5%) | Limestone (8.0%) | Shale (7.9%)
15/9-23_block_8,2921.24,Marl,Marl,1.5503,Marl (71.0%) | Shale (8.7%) | Limestone (5.9%)
15/9-23_block_8,2921.39,Marl,Marl,1.5646,Marl (70.8%) | Limestone (7.4%) | Shale (7.2%)
15/9-23_block_8,2921.54,Marl,Marl,1.7854,Marl (60.4%) | Limestone (19.6%) | Shale (6.9%)
15/9-23_block_8,2921.7,Limestone,Marl,1.7081,Marl (64.7%) | Limestone (15.4%) | Shale (6.6%)
15/9-23_block_8,2921.85,Limestone,Marl,1.8608,Marl (47.0%) | Limestone (35.0%) | Shale (6.6%)
15/9-23_block_8,2922.0,Limestone,Limestone,1.964,Limestone (41.7%) | Marl (37.6%) | Shale (6.9%)
15/9-23_block_8,2922.15,Limestone,Marl,2.166,Marl (45.2%) | Limestone (28.1%) | Shale (6.6%)
15/9-23_block_8,2922.3,Limestone,Marl,1.9029,Marl (54.4%) | Limestone (24.6%) | Shale (6.2%)
15/9-23_block_8,2922.46,Limestone,Marl,1.863,Marl (58.6%) | Shale (14.4%) | Limestone (13.9%)
15/9-23_block_8,2923.98,Marl,Marl,1.5031,Marl (72.0%) | Shale (9.1%) | Sandstone/Shale (6.4%)
15/9-23_block_8,2924.28,Marl,Marl,2.0032,Marl (55.8%) | Shale (13.9%) | Limestone (11.8%)
15/9-23_block_8,2924.43,Marl,Marl,1.8355,Marl (57.8%) | Shale (20.1%) | Limestone (10.1%)
15/9-23_block_8,2924.89,Marl,Marl,1.5073,Marl (70.5%) | Shale (13.3%) | Sandstone/Shale (5.0%)
15/9-23_block_8,2926.26,Marl,Marl,1.5254,Marl (70.4%) | Shale (12.3%) | Sandstone/Shale (6.0%)
15/9-23_block_8,2926.41,Marl,Marl,2.0175,Marl (51.7%) | Limestone (20.4%) | Shale (12.7%)
15/9-23_block_8,2926.56,Marl,Marl,1.5304,Marl (69.0%) | Shale (15.2%) | Sandstone/Shale (5.5%)
15/9-23_block_8,2926.71,Marl,Marl,1.517,Marl (69.5%) | Shale (14.7%) | Sandstone/Shale (5.3%)
15/9-23_block_8,2926.86,Marl,Marl,1.7126,Marl (64.0%) | Tuff (13.1%) | Shale (10.5%)
15/9-23_block_8,2927.17,Marl,Marl,1.5436,Marl (71.4%) | Shale (7.0%) | Limestone (6.6%)
15/9-23_block_8,2927.32,Marl,Marl,1.5524,Marl (71.3%) | Shale (7.0%) | Limestone (6.5%)
15/9-23_block_8,2927.47,Marl,Marl,1.5853,Marl (70.2%) | Shale (7.8%) | Limestone (7.2%)
15/9-23_block_8,2927.62,Marl,Marl,1.5556,Marl (70.7%) | Shale (9.8%) | Sandstone/Shale (5.7%)
15/9-23_block_8,2927.78,Marl,Marl,2.0505,Marl (47.3%) | Limestone (27.0%) | Shale (10.7%)
15/9-23_block_8,2927.93,Marl,Marl,2.0039,Marl (49.4%) | Limestone (20.6%) | Shale (17.8%)
15/9-23_block_8,2928.08,Marl,Marl,2.0139,Marl (47.2%) | Shale (22.9%) | Limestone (18.1%)
15/9-23_block_8,2928.38,Marl,Marl,1.5923,Marl (64.7%) | Shale (21.2%) | Tuff (4.8%)
15/9-23_block_8,2928.54,Marl,Marl,1.5691,Marl (64.8%) | Shale (21.6%) | Tuff (4.8%)
15/9-23_block_8,2929.14,Marl,Marl,1.8625,Marl (43.9%) | Shale (36.9%) | Limestone (9.2%)
15/9-23_block_8,2929.3,Shale,Shale,1.8511,Shale (43.5%) | Marl (37.6%) | Limestone (9.0%)
15/9-23_block_8,2929.45,Shale,Shale,1.7351,Shale (50.2%) | Marl (33.2%) | Limestone (9.0%)
15/9-23_block_8,2929.6,Shale,Shale,1.897,Shale (41.9%) | Marl (33.1%) | Limestone (17.1%)
15/9-23_block_8,2930.06,Shale,Shale,1.7489,Shale (47.3%) | Marl (34.9%) | Sandstone/Shale (10.9%)
15/9-23_block_8,2930.51,Shale,Shale,1.561,Shale (63.8%) | Marl (22.7%) | Sandstone/Shale (5.1%)
15/9-23_block_8,2930.66,Marl,Shale,1.6967,Shale (57.5%) | Marl (27.2%) | Sandstone/Shale (5.5%)
15/9-23_block_8,2930.82,Marl,Marl,1.6062,Marl (51.5%) | Shale (37.0%) | Tuff (4.8%)
15/9-23_block_8,2931.12,Marl,Marl,1.5832,Marl (68.2%) | Shale (14.9%) | Sandstone/Shale (5.4%)
15/9-23_block_8,2931.27,Marl,Marl,2.1639,Marl (41.7%) | Limestone (30.3%) | Shale (11.5%)
15/9-23_block_8,2931.42,Marl,Shale,2.0536,Shale (42.6%) | Marl (31.2%) | Limestone (13.9%)
15/9-23_block_8,2931.58,Marl,Shale,1.8228,Shale (47.5%) | Marl (36.1%) | Limestone (5.3%)
15/9-23_block_8,2931.73,Marl,Marl,1.8606,Marl (43.2%) | Shale (40.2%) | Tuff (4.8%)
15/9-23_block_8,2931.88,Marl,Marl,1.7416,Marl (53.1%) | Shale (32.3%) | Tuff (4.8%)
15/9-23_block_8,2932.03,Marl,Marl,1.6932,Marl (60.9%) | Shale (23.7%) | Tuff (4.8%)
15/9-23_block_8,2932.18,Marl,Marl,1.6077,Marl (55.0%) | Shale (33.0%) | Tuff (4.8%)
15/9-23_block_8,2932.34,Marl,Marl,1.5918,Marl (50.3%) | Shale (38.5%) | Tuff (4.8%)
15/9-23_block_8,2932.49,Marl,Marl,1.6019,Marl (51.8%) | Shale (36.7%) | Tuff (4.8%)
15/9-23_block_8,2932.64,Shale,Shale,1.8663,Shale (49.0%) | Marl (31.3%) | Limestone (9.0%)
15/9-23_block_8,2932.79,Shale,Shale,1.8121,Shale (55.2%) | Marl (24.9%) | Limestone (9.4%)
15/9-23_block_8,2932.94,Shale,Marl,1.7988,Marl (41.2%) | Shale (40.2%) | Sandstone/Shale (11.3%)
15/9-23_block_8,2933.1,Shale,Marl,1.5769,Marl (46.0%) | Shale (43.4%) | Tuff (4.8%)
15/9-23_block_8,2933.25,Shale,Marl,1.8464,Marl (43.3%) | Shale (36.1%) | Tuff (13.0%)
15/9-23_block_8,2933.4,Shale,Marl,1.7097,Marl (48.2%) | Shale (38.3%) | Tuff (4.8%)
15/9-23_block_8,2933.55,Shale,Marl,1.79,Marl (59.0%) | Shale (23.2%) | Sandstone/Shale (5.5%)
15/9-23_block_8,2933.7,Marl,Marl,2.1405,Marl (49.7%) | Shale (19.7%) | Tuff (13.1%)
15/9-23_block_8,2933.86,Marl,Marl,2.0455,Marl (54.9%) | Shale (14.5%) | Limestone (12.1%)
15/9-23_block_8,2934.01,Marl,Marl,2.3478,Marl (44.6%) | Tuff (13.0%) | Limestone (12.8%)
15/9-23_block_8,2934.16,Marl,Marl,2.555,Marl (25.5%) | Limestone (25.2%) | Sandstone (16.2%)
15/9-23_block_8,2934.31,Marl,Shale,2.2934,Shale (43.0%) | Marl (20.3%) | Tuff (13.0%)
15/9-23_block_8,2934.46,Marl,Shale,2.3131,Shale (34.5%) | Marl (30.3%) | Tuff (13.0%)
15/9-23_block_8,2934.62,Marl,Marl,2.0188,Marl (48.1%) | Shale (26.5%) | Tuff (13.0%)
15/9-23_block_8,2934.77,Marl,Marl,1.6722,Marl (65.0%) | Shale (17.8%) | Sandstone/Shale (5.5%)
15/9-23_block_8,2934.92,Marl,Marl,1.8603,Marl (58.9%) | Shale (15.7%) | Tuff (13.0%)
15/9-23_block_8,2935.07,Marl,Marl,1.8266,Marl (61.8%) | Limestone (15.6%) | Shale (6.8%)
15/9-23_block_8,2935.22,Marl,Marl,2.1224,Marl (47.5%) | Limestone (22.2%) | Sandstone/Shale (13.7%)
15/9-23_block_8,2935.38,Marl,Limestone,2.2671,Limestone (40.6%) | Marl (24.7%) | Sandstone/Shale (13.9%)
15/9-23_block_8,2935.53,Marl,Marl,2.357,Marl (34.0%) | Limestone (26.2%) | Shale (14.8%)
15/9-23_block_8,2935.68,Marl,Marl,2.3428,Marl (34.1%) | Shale (24.6%) | Limestone (17.9%)
15/9-23_block_8,2935.83,Marl,Shale,2.4283,Shale (36.8%) | Marl (23.7%) | Tuff (13.0%)
15/9-23_block_8,2935.98,Marl,Marl,1.6713,Marl (48.4%) | Shale (39.0%) | Tuff (4.8%)
15/9-23_block_8,2936.14,Marl,Shale,1.6516,Shale (50.1%) | Marl (37.6%) | Tuff (4.8%)
15/9-23_block_8,2936.29,Marl,Marl,1.9299,Marl (43.4%) | Shale (34.0%) | Sandstone/Shale (12.8%)
15/9-23_block_8,2936.44,Marl,Shale,1.9222,Shale (39.4%) | Marl (38.4%) | Sandstone/Shale (12.6%)
15/9-23_block_8,2936.59,Marl,Shale,1.8162,Shale (42.5%) | Marl (41.0%) | Sandstone/Shale (6.7%)
15/9-23_block_8,2936.74,Shale,Shale,2.3005,Shale (42.9%) | Marl (21.4%) | Tuff (13.0%)
15/9-23_block_8,2936.9,Shale,Shale,1.7003,Shale (63.8%) | Tuff (13.0%) | Marl (12.8%)
15/9-23_block_8,2937.05,Shale,Shale,1.5092,Shale (70.8%) | Marl (12.5%) | Sandstone/Shale (5.9%)
15/9-23_block_8,2937.2,Shale,Shale,1.8306,Shale (58.1%) | Marl (22.7%) | Sandstone/Shale (5.5%)
15/9-23_block_8,2937.35,Shale,Shale,1.9173,Shale (42.2%) | Marl (34.2%) | Limestone (13.0%)
15/9-23_block_8,2937.5,Marl,Limestone,2.0913,Limestone (37.4%) | Shale (27.3%) | Marl (22.4%)
15/9-23_block_8,2937.66,Marl,Limestone,2.0024,Limestone (46.9%) | Shale (28.6%) | Marl (9.5%)
15/9-23_block_8,2937.81,Marl,Shale,1.8662,Shale (43.0%) | Limestone (38.1%) | Marl (7.1%)
15/9-23_block_8,2937.96,Marl,Shale,2.0056,Shale (52.7%) | Limestone (20.2%) | Chalk (9.3%)
15/9-23_block_8,2938.11,Shale,Shale,1.5758,Shale (67.7%) | Sandstone/Shale (10.1%) | Marl (9.9%)
15/9-23_block_8,2938.42,Shale,Shale,1.7209,Shale (53.9%) | Sandstone/Shale (29.5%) | Limestone (8.2%)
15/9-23_block_8,2996.02,Sandstone/Shale,Shale,1.5858,Shale (51.8%) | Sandstone/Shale (34.9%) | Sandstone (10.3%)
15/9-23_block_8,3007.58,Shale,Shale,1.5642,Shale (57.2%) | Sandstone/Shale (29.7%) | Marl (6.1%)
15/9-23_block_8,3007.73,Shale,Shale,1.5517,Shale (55.2%) | Sandstone/Shale (31.8%) | Sandstone (6.4%)
15/9-23_block_8,3008.03,Limestone,Shale,1.7009,Shale (50.7%) | Sandstone/Shale (34.0%) | Marl (7.8%)
15/9-23_block_8,3008.18,Limestone,Shale,1.6866,Shale (51.5%) | Sandstone/Shale (33.5%) | Marl (7.6%)
15/9-23_block_8,3009.86,Shale,Shale,1.5827,Shale (54.7%) | Sandstone/Shale (31.4%) | Sandstone (7.4%)
15/9-23_block_8,3010.01,Shale,Shale,1.5463,Shale (55.2%) | Sandstone/Shale (32.9%) | Sandstone (5.7%)
15/9-23_block_8,3018.98,Sandstone/Shale,Shale,1.6171,Shale (58.3%) | Sandstone/Shale (27.0%) | Marl (7.7%)
15/9-23_block_8,3019.13,Sandstone/Shale,Shale,1.7752,Shale (45.3%) | Sandstone/Shale (38.0%) | Marl (8.1%)
15/9-23_block_8,3020.8,Shale,Shale,1.5178,Shale (59.9%) | Sandstone/Shale (28.1%) | Marl (5.5%)
15/9-23_block_8,3020.95,Shale,Shale,1.5367,Shale (59.0%) | Sandstone/Shale (28.7%) | Marl (5.6%)
15/9-23_block_8,3021.1,Shale,Shale,1.5446,Shale (57.9%) | Sandstone/Shale (29.9%) | Marl (5.6%)
15/9-23_block_8,3021.26,Shale,Shale,1.5676,Shale (55.4%) | Sandstone/Shale (32.4%) | Marl (5.6%)
15/9-23_block_8,3021.41,Shale,Shale,1.569,Shale (55.2%) | Sandstone/Shale (32.7%) | Marl (5.5%)
15/9-23_block_8,3021.56,Shale,Shale,1.5669,Shale (55.0%) | Sandstone/Shale (33.3%) | Marl (5.6%)
15/9-23_block_8,3022.62,Shale,Shale,1.5641,Shale (70.1%) | Sandstone/Shale (10.2%) | Tuff (8.2%)
15/9-23_block_8,3023.69,Shale,Shale,1.6024,Shale (67.2%) | Sandstone/Shale (11.2%) | Basement (9.5%)
15/9-23_block_8,3023.84,Shale,Shale,1.8003,Shale (58.9%) | Tuff (16.3%) | Sandstone/Shale (11.3%)
15/9-23_block_8,3023.99,Shale,Shale,1.6224,Shale (66.3%) | Sandstone/Shale (12.3%) | Basement (9.3%)
15/9-23_block_8,3024.3,Shale,Shale,1.5985,Shale (67.4%) | Sandstone/Shale (11.2%) | Basement (9.2%)
15/9-23_block_8,3025.06,Shale,Shale,1.7961,Shale (59.3%) | Sandstone/Shale (18.5%) | Basement (8.8%)
15/9-23_block_8,3025.36,Shale,Shale,1.5585,Shale (58.7%) | Sandstone/Shale (28.3%) | Basement (6.6%)
15/9-23_block_8,3025.97,Limestone,Sandstone/Shale,1.9031,Sandstone/Shale (48.1%) | Shale (31.7%) | Marl (8.1%)
15/9-23_block_8,3026.12,Limestone,Sandstone/Shale,2.0099,Sandstone/Shale (53.7%) | Shale (16.3%) | Sandstone (13.3%)
15/9-23_block_8,3026.27,Limestone,Sandstone/Shale,2.0608,Sandstone/Shale (40.0%) | Sandstone (36.0%) | Anhydrite (8.2%)
15/9-23_block_8,3026.42,Limestone,Sandstone/Shale,2.3248,Sandstone/Shale (45.4%) | Sandstone (18.1%) | Shale (14.0%)
15/9-23_block_8,3026.58,Limestone,Shale,1.7068,Shale (60.6%) | Sandstone/Shale (20.5%) | Basement (8.2%)
15/9-23_block_8,3026.73,Shale,Shale,1.6938,Shale (55.9%) | Sandstone/Shale (27.8%) | Basement (8.6%)
15/9-23_block_8,3027.64,Shale,Shale,1.5,Shale (70.4%) | Sandstone/Shale (11.5%) | Chalk (8.5%)
15/9-23_block_8,3028.7,Shale,Shale,1.597,Shale (67.4%) | Sandstone/Shale (11.0%) | Basement (9.2%)
15/9-23_block_8,3028.86,Shale,Shale,1.593,Shale (67.4%) | Sandstone/Shale (11.1%) | Basement (9.1%)
15/9-23_block_8,3029.31,Shale,Shale,1.5755,Shale (68.0%) | Sandstone/Shale (11.4%) | Basement (8.4%)
15/9-23_block_8,3029.46,Shale,Shale,1.623,Shale (66.8%) | Sandstone/Shale (13.4%) | Tuff (8.2%)
15/9-23_block_8,3029.62,Shale,Shale,1.652,Shale (65.0%) | Sandstone/Shale (13.6%) | Basement (9.1%)
15/9-23_block_8,3030.07,Shale,Shale,1.5798,Shale (67.8%) | Sandstone/Shale (13.8%) | Tuff (8.2%)
15/9-23_block_8,3030.68,Shale,Shale,1.5396,Shale (66.1%) | Sandstone/Shale (12.4%) | Marl (11.3%)
15/9-23_block_8,3030.83,Shale,Shale,1.514,Shale (67.1%) | Sandstone/Shale (11.7%) | Marl (11.2%)
15/9-23_block_8,3032.96,Shale,Shale,1.6183,Shale (65.1%) | Sandstone/Shale (17.1%) | Tuff (8.2%)
15/9-23_block_8,3033.26,Shale,Shale,1.5732,Shale (67.8%) | Sandstone/Shale (11.2%) | Basement (9.4%)
15/9-23_block_8,3038.89,Sandstone/Shale,Sandstone/Shale,1.5422,Sandstone/Shale (55.5%) | Shale (33.7%) | Marl (5.2%)
15/9-23_block_8,3039.19,Sandstone/Shale,Sandstone/Shale,1.7514,Sandstone/Shale (56.6%) | Shale (26.8%) | Marl (6.0%)
15/9-23_block_8,3039.34,Sandstone/Shale,Sandstone/Shale,1.6869,Sandstone/Shale (58.3%) | Shale (25.7%) | Marl (7.5%)
15/9-23_block_8,3039.5,Sandstone/Shale,Sandstone/Shale,1.5744,Sandstone/Shale (66.6%) | Shale (16.7%) | Marl (8.0%)
15/9-23_block_8,3039.65,Sandstone/Shale,Sandstone/Shale,1.5947,Sandstone/Shale (65.8%) | Shale (17.6%) | Marl (7.5%)
15/9-23_block_8,3039.8,Sandstone/Shale,Sandstone/Shale,1.5846,Sandstone/Shale (66.3%) | Shale (17.0%) | Marl (8.0%)
15/9-23_block_8,3039.95,Sandstone/Shale,Sandstone/Shale,1.5746,Sandstone/Shale (66.5%) | Shale (17.1%) | Marl (7.6%)
15/9-23_block_8,3040.1,Sandstone/Shale,Sandstone/Shale,1.6923,Sandstone/Shale (58.5%) | Shale (24.7%) | Marl (8.4%)
15/9-23_block_8,3040.26,Sandstone/Shale,Sandstone/Shale,1.6994,Sandstone/Shale (56.9%) | Shale (26.8%) | Marl (8.1%)
15/9-23_block_8,3040.41,Sandstone/Shale,Sandstone/Shale,1.6977,Sandstone/Shale (58.1%) | Shale (25.0%) | Marl (8.5%)
15/9-23_block_8,3040.56,Sandstone/Shale,Sandstone/Shale,1.6465,Sandstone/Shale (61.5%) | Shale (21.7%) | Marl (8.6%)
15/9-23_block_8,3040.71,Sandstone/Shale,Shale,1.6956,Shale (46.9%) | Sandstone/Shale (38.4%) | Marl (7.7%)
15/9-23_block_8,3040.86,Sandstone/Shale,Shale,1.6938,Shale (47.4%) | Sandstone/Shale (38.5%) | Marl (6.6%)
15/9-23_block_8,3041.02,Sandstone/Shale,Sandstone/Shale,1.7022,Sandstone/Shale (43.4%) | Shale (42.6%) | Marl (6.6%)
15/9-23_block_8,3041.17,Sandstone/Shale,Shale,1.7137,Shale (45.6%) | Sandstone/Shale (40.5%) | Marl (5.6%)
15/9-23_block_8,3041.32,Sandstone/Shale,Sandstone/Shale,1.6927,Sandstone/Shale (51.6%) | Shale (33.0%) | Marl (8.1%)
15/9-23_block_8,3041.47,Sandstone/Shale,Sandstone/Shale,1.7171,Sandstone/Shale (47.3%) | Shale (37.3%) | Marl (8.1%)
15/9-23_block_8,3041.62,Sandstone/Shale,Sandstone/Shale,1.7779,Sandstone/Shale (47.1%) | Shale (36.5%) | Marl (7.9%)
15/9-23_block_8,3041.78,Sandstone/Shale,Sandstone/Shale,1.7526,Sandstone/Shale (51.6%) | Shale (32.1%) | Marl (7.8%)
15/9-23_block_8,3041.93,Sandstone/Shale,Sandstone/Shale,1.761,Sandstone/Shale (55.1%) | Shale (27.2%) | Marl (8.4%)
15/9-23_block_8,3042.08,Sandstone/Shale,Sandstone/Shale,1.7933,Sandstone/Shale (53.9%) | Shale (28.2%) | Marl (7.8%)
15/9-23_block_8,3042.54,Sandstone/Shale,Sandstone/Shale,1.5096,Sandstone/Shale (69.7%) | Shale (13.4%) | Marl (7.9%)
15/9-23_block_8,3042.69,Sandstone/Shale,Sandstone/Shale,1.5717,Sandstone/Shale (66.7%) | Shale (16.5%) | Marl (8.1%)
15/9-23_block_8,3042.84,Sandstone/Shale,Sandstone/Shale,1.7113,Sandstone/Shale (58.4%) | Shale (24.5%) | Marl (7.8%)
15/9-23_block_8,3042.99,Sandstone/Shale,Sandstone/Shale,1.704,Sandstone/Shale (58.7%) | Shale (24.3%) | Marl (8.0%)
15/9-23_block_8,3043.14,Sandstone/Shale,Sandstone/Shale,1.7793,Sandstone/Shale (53.4%) | Shale (29.3%) | Marl (7.7%)
15/9-23_block_8,3043.3,Sandstone/Shale,Sandstone/Shale,1.6368,Sandstone/Shale (65.2%) | Shale (17.1%) | Marl (7.8%)
15/9-23_block_8,3044.06,Sandstone/Shale,Sandstone/Shale,1.6448,Sandstone/Shale (62.4%) | Shale (20.6%) | Marl (8.5%)
